Event,SiteID,DOC,PO4-P,TN,DIN-N,Fluoride,Chloride,Bromide,Sulfate,Lithium,Sodium,Potassium,Region,Reach,SiteType,Lat,Long,Area_SS,Watershed,Category,Mar 50%,Jul 50%,Fall 50%,Forest,%DEV,%IMP,%Herb
Fall,103,4.4,0.045246876,0.115333333,0.0022008,65.1777,9469.8591,3.8142,3720.3993,56.5566,15109.7946,819.2763,Utah Valley,2,Tributary,40.352421,-111.901945,62.6,Other,Lake Tributary,12.6,5.16,3.74,43.8,3.56,1.33,9.04
Fall,107,5.84,0.02933078,1.774444444,0.9541168,33.7896,11142.1626,4.782466667,3717.084233,30.9354,11852.1971,852.78885,Utah Valley,2,Utah Lake,40.36095174,-111.8985136,2950,Utah Lake,Utah Lake,0,0,0,43.8,10.7,2.1,6.15
Fall,108,,0.0378326,,,,,,,,,,Utah Valley,1,Utah Lake,40.328128,-111.896299,2950,Utah Lake,Utah Lake,0,0,0,43.8,10.7,2.1,6.15
Fall,109,0.96,0.005793337,0.403333333,0.7635138,6.6793,235.256,0.1493,183.2041,0.1469,608.5591,36.7315,Utah Valley,2,Tributary,40.36504,-111.88393,42.7,Other,Lake Tributary,12.6,6.31,4.06,40.5,20.4,6.94,7.69
Fall,111,6.72,0.0391354,0.848666667,,,,,,,,,Utah Valley,1,Utah Lake,40.290956,-111.870633,2950,Utah Lake,Utah Lake,0,0,0,43.8,10.7,2.1,6.15
Fall,118,6.85,0.01655,1.52,,,,,,,,,Utah Valley,11,Utah Lake,40.10421,-111.85487,2950,Utah Lake,Utah Lake,0,0,0,43.8,10.7,2.1,6.15
Fall,120,4.59,0.00611835,1.201,6.2583822,3.7597,1767.3152,0.5893,770.7741,1.6673,2251.8202,128.3173,American Fork,1,Tributary,40.40415659,-111.8507596,41.9,Other,Lake Tributary,12.5,6.56,4.17,41.3,19.5,6.5,7.76
Fall,122,3.83,0.006889675,2.380333333,2.3961714,6.3894,1514.2252,0.5757,918.9522,,2009.9596,114.1133,Utah Valley,3,Tributary,40.36855938,-111.8354937,6.75,Other,Lake Tributary,1.51,0.112,0.139,3.03,84.4,33.1,7.86
Fall,125,,0.1433594,,,,,,,,,,Utah Valley,3,Utah Lake,40.34089,-111.802335,2950,Utah Lake,Utah Lake,0,0,0,43.8,10.7,2.1,6.15
Fall,126,2.93,0.014937567,0.338333333,0.1170624,6.1078,1007.7776,0.8441,1365.5428,0.7375,2010.4679,72.0619,Utah Valley,3,Mainstem,40.34328223,-111.802073,106,American Fork,Mountain Urban,29,19.7,11.3,55,21.5,9.68,3.57
Fall,127,2.68,0.06185,1.288666667,,,,,,,,,Utah Valley,10,Utah Lake,40.14325,-111.8003,2950,Utah Lake,Utah Lake,0,0,0,43.8,10.7,2.1,6.15
Fall,135,,0.0410896,,,,,,,,,,Utah Valley,5,PointWWTP,40.336623,-111.7768,0,Other,Lake Tributary,0,0,0,0,100,50,0
Fall,139,1.21,0.20962,0.889666667,,,,,,,,,Benjamin Slough,2,Canal,40.07801088,-111.7743811,21.5,Benjamin Slough,Lake Tributary,5.61,4.7,3.6,37.4,14.9,5.55,5.3
Fall,141,2.68,0.89666,3.725333333,,,,,,,,,Benjamin Slough,2,Mainstem,40.08329127,-111.7702066,80.2,Benjamin Slough,Lake Tributary,11.1,18.8,11.3,47.2,10.6,3.73,3.94
Fall,144,4.87,0.098023995,2.590333333,2.7711544,25.7379,5426.4771,2.4718,2030.4247,,9015.8877,510.2866,Utah Valley,5,Utah Lake,40.327136,-111.766838,2950,Utah Lake,Utah Lake,0,0,0,43.8,10.7,2.1,6.15
Fall,145,4.07,0.042845991,3.397666667,3.007697,9.7976,2249.0604,1.2127,1192.8097,,3637.2574,264.541,Utah Valley,5,Canal,40.332807,-111.759978,40.3,Other,Lake Tributary,8.88,2.16,1.79,35.4,47.1,21.7,3.68
Fall,146,1.01,0.14037,0.689666667,,,,,,,,,Benjamin Slough,5,Tributary,40.05579132,-111.7638237,19.9,Benjamin Slough,Lake Tributary,5.28,4.5,3.49,40.3,16,5.99,4.85
Fall,150,3.18,0.023731665,4.394,4.3014314,5.8436,2625.0278,0.862,879.9943,,3089.0109,351.0366,Utah Valley,5,Canal,40.33022,-111.75341,7.58,Other,Lake Tributary,1.73,0.218,0.234,18.1,73.7,33.2,7.56
Fall,154,4.09,0.019423052,0.621,0.5037074,9.27,1789.6907,0.5515,934.3801,,3830.4411,128.0841,Spanish Fork,1,Mainstem,40.167108,-111.748753,666,Spanish Fork,Ag unreg,0,0,0,51.8,4.22,1.43,6.19
Fall,155,3.1,0.005221597,0.205666667,0.0728868,6.071,234.941,0.0576,1293.1311,0.1499,425.9586,23.2442,American Fork,2,Mainstem,40.43299,-111.74776,60.1,American Fork,Mountain Urban,22.6,45.4,19.2,72.3,0.78,0.0457,3.32
Fall,159,6.11,0.008392406,0.051333333,0.1560916,4.0524,223.9106,0.1661,268.8861,,425.4667,36.3401,Benjamin Slough,6,Tributary,40.003955,-111.74685,2.53,Benjamin Slough,Lake Tributary,1.31,0.957,0.888,60.7,4.59,0.9,1.57
Fall,161,,,,,,,,,,,,Benjamin Slough,6,Pond,40.005455,-111.745994,2.51,Benjamin Slough,Lake Tributary,1.3,0.951,0.883,61.2,4.39,0.88,1.53
Fall,163,3.01,0.010285574,0.5425,0.5537448,9.159,1071.0447,1.0107,972.59385,,1545.0089,332.82855,Utah Valley,7,Tributary,40.277054,-111.744583,1.7,Other,Lake Tributary,0.4,0.0412,0.0507,4.17,94.5,52.8,6.02
Fall,167,1.42,0.011276447,0.994333333,0.5150012,10.3749,923.7228,1.0524,1015.484,,1573.8276,346.9147,Utah Valley,7,Pond,40.27995129,-111.7435436,1.19,Other,Lake Tributary,0.293,0.0358,0.0427,2.86,96.2,56.8,5.58
Fall,173,7.63,0.03704239,0.973666667,0.0335384,30.615,9033.4673,3.6489,2872.7711,20.8256,15157.9814,734.5384,Utah Valley,7,Tributary,40.26550561,-111.7399277,25.7,Other,Lake Tributary,4.84,0.451,0.505,10.2,68.1,36.8,4.06
Fall,178,10.03,0.055841165,0.070666667,0.0024556,18.3761,5594.3193,2.4793,3006.8942,11.7145,10949.831,498.7361,Utah Valley,8,Utah Lake,40.179813,-111.734697,2950,Utah Lake,Utah Lake,0,0,0,43.8,10.7,2.1,6.15
Fall,179,1.86,0.012284487,0.500333333,0.25284,4.9647,543.5476,0.2072,406.0764,,834.9043,68.9941,Lower Provo,1,Mainstem,40.23690002,-111.7315989,686,Provo River,Mixed dammed,0,0,0,64.8,5.53,1.07,3.5
Fall,180,2.33,0.26427108,3.028,2.2724884,9.1188,2318.7963,0.7532,697.8292,3.6204,4902.7832,399.5794,Benjamin Slough,3,Mainstem,40.08229,-111.73138,44.8,Benjamin Slough,Lake Tributary,8.72,11.4,7.42,37.1,11.8,4.22,6.06
Fall,181,7.1,0.001585664,0.183,0.5429298,14.0066,1724.2937,0.5741,884.5582,133810.2565,461.8664,110.3803,Spanish Fork,1,Mainstem,40.1502589,-111.7269818,666,Spanish Fork,Ag unreg,39.1,80.1,48.7,55.9,1.87,0.047,5.52
Fall,183,1.21,0.017553376,0.699666667,0.499597,11.7747,1773.59,0.5318,932.0559,,3808.476,139.865,Spanish Fork,2,Mainstem,40.14078906,-111.714097,666,Spanish Fork,Ag unreg,39.1,80.1,48.7,56,1.87,0.47,5.52
Fall,186,9.41,0.004840611,0.994666667,0.262871,24.1416,5216.2743,2.5052,2848.7267,,1253.0929,330.1027,Utah Valley,8,Utah Lake,40.184382,-111.711316,2950,Utah Lake,Utah Lake,0,0,0,43.8,10.7,2.1,6.15
Fall,190,,,,,,,,,,,,Benjamin Slough,3,Mainstem,40.0649552,-111.7068669,39.6,Benjamin Slough,Lake Tributary,8.03,11.1,7.14,41,10.5,3.7,5.67
Fall,193,6.54,,0.088666667,0.1745632,12.5892,310.781,0.1971,172.5823,11022.5288,72.4434,82.1691,Benjamin Slough,7,Tributary,39.986824,-111.698277,24.8,Benjamin Slough,Lake Tributary,3.64,10.3,5.49,80.7,2.43,0.0429,0.44
Fall,194,1.96,0.02992,0.693166667,0.4265324,8.7203,1308.9986,0.4453,556.0699,,311.716,70.0316,Spanish Fork,2,Mainstem,40.11467302,-111.6974304,661,Spanish Fork,Ag unreg,38.9,79.7,48.5,56.3,1.69,0.39,5.47
Fall,198,2.14,0.004326509,0.417333333,0.2289994,4.0793,484.0947,0.1577,348.1516,17369.5603,87.9585,45.3778,Lower Provo,2,Mainstem,40.23805692,-111.6944392,684,Provo River,Mixed dammed,117,202,41.4,65,5.34,0.98,3.5
Fall,201,,,,,,,,,,,,Benjamin Slough,7,Tributary,39.971952,-111.692663,20.9,Benjamin Slough,Lake Tributary,3.4,9.45,4.91,82.9,2.66,0.0485,0.51
Fall,206,8.78,0.008690182,2.632333333,1.9792416,18.9726,3935.7476,1.1696,1135.991,,1049.1438,625.1757,Benjamin Slough,4,Mainstem,40.07078597,-111.6840945,11.2,Benjamin Slough,Lake Tributary,4.15,3.3,2.78,35.7,6.51,2.09,7.26
Fall,207,,,,,,,,,,,,Benjamin Slough,4,Mainstem,40.05523133,-111.6832589,7.38,Benjamin Slough,Lake Tributary,2.92,3.85,2.52,57.7,11.1,3.74,0.13
Fall,209,1.98,,0.18,0.3228554,7.739,1140.128,0.3426,456.4524,41553.2828,256.7847,60.9884,Spanish Fork,3,Mainstem,40.102703,-111.680614,660,Spanish Fork,Ag unreg,38.8,80.3,48.4,56.4,1.67,0.38,5.46
Fall,210,2.82,0.153227172,0.501333333,0.1562316,4.662,475.6846,0.1412,373.683,,81.6633,30.2898,Lower Provo,3,Mainstem,40.24555,-111.67359,683,Provo River,Mixed dammed,0,0,0,65.1,5.19,0.91,3.5
Fall,214,2.7,0.002127639,0.911666667,0.7354788,5.21625,1209.44755,0.4202,595.56675,,287.0484,70.8697,Spanish Fork,3,Mainstem,40.09977,-111.66955,659,Spanish Fork,Ag unreg,38.8,80.2,48.4,56.5,1.51,0.31,5.45
Fall,215,2.28,0.001344098,0.055,0.1349642,5.1771,452.0225,0.1611,367.1574,,85.1485,38.7218,Lower Provo,5,Mainstem,40.25245641,-111.667977,682,Provo River,Mixed dammed,0,0,0,65.2,5.09,0.85,3.5
Fall,217,4.76,0.028185797,9.011666667,5.5288618,19.6473,3848.3106,1.2,1075.9404,,996.1033,311.6358,Utah Valley,9,Tributary,40.158528,-111.663806,20.9,Other,Lake Tributary,6.25,5.64,5.79,31.7,30.6,13.1,9.66
Fall,219,1.02,0.021360009,0.104666667,0.0214788,13.415,75.3763,0.029,1216.724,,20.0607,12.1573,American Fork,4,Mainstem,40.45606232,-111.6618633,39.4,American Fork,Mountain Urban,17.3,43.8,17.3,71.3,0.2,0.00521,3.9
Fall,220,0.86,0.002697487,0.007,0.0237874,8.6284,36.2069,,790.7699,3159.6066,11.7313,7.5678,American Fork,4,Tributary,40.45341617,-111.6612671,8.79,American Fork,Mountain Urban,3.82,15.1,5.91,70.1,2.35,0.071,2.07
Fall,221,2.58,0.002418757,0.574666667,1.5842708,9.1029,1961.1543,0.4799,372.7276,27948.9124,323.0686,105.9226,Lower Provo,4,Canal,40.22217295,-111.6590879,18,Other,Lake Tributary,0,0,0,0,100,50,0
Fall,222,2.67,0.000879548,0.056,0.1478204,5.3109,473.6289,0.1655,348.7408,,77.6238,36.0561,Lower Provo,6,Mainstem,40.30689676,-111.6574277,662,Provo River,Mixed dammed,0,0,0,65.6,4.3,0.48,3.48
Fall,223,9.48,0.022628231,2.346,6.1735436,18.0131,4173.11305,1.00355,1088.36045,173747.6485,1026.0084,318.62015,Utah Valley,9,Tributary,40.148444,-111.657083,18.2,Other,Lake Tributary,5.81,5.67,5.65,35.8,29,12.1,9.87
Fall,225,2.12,0.002728457,0.304666667,0.1468936,5.1681,404.7645,0.1256,355.7592,21650.9613,77.9665,34.2523,Lower Provo,6,Mainstem,40.31273049,-111.6565899,662,Provo River,Mixed dammed,0,0,0,65.6,4.29,0.48,3.48
Fall,226,5.94,0.35783822,8.250666667,9.8886046,21.5095,3376.80845,0.7951,1455.25845,138910.5669,784.45465,287.0083,Lower Provo,4,Canal,40.201872,-111.654783,18,Other,Lake Tributary,0,0,0,47.1,40.6,23,0
Fall,227,2.05,0.001198539,0.143666667,0.0113162,4.387,48.2486,0.0355,64.4607,,10.6404,11.1681,American Fork,7,Tributary,40.50689705,-111.6560365,4.02,American Fork,Mountain Urban,4.25,25.5,7.6,38.3,0.23,0,9.62
Fall,229,5.03,0.001700253,0.825666667,3.9325664,16.6954,4474.9283,1.2637,590.4898,102741.5497,617.8698,223.6261,Lower Provo,4,Canal,40.21654,-111.65501,18,Other,Lake Tributary,0,0,0,47.1,40.6,23,0
Fall,230,3.8,0.020787722,0.342,0.251454,12.5413,1277.0884,0.3869,650.4963,3.1469,2670.754,107.5818,Spanish Fork,3,Mainstem,40.09495604,-111.6549262,658,Spanish Fork,Ag unreg,38.7,80.1,48.3,56.6,1.4,0.27,5.45
Fall,232,2.33,0.001133502,0.044,0.031661,3.1737,39.2721,0.0792,44.3412,1138.9986,11.3717,8.4292,American Fork,7,Tributary,40.50081005,-111.6539119,4.26,American Fork,Mountain Urban,4.3,24.1,7.37,38.8,1.06,0,9.07
Fall,238,5.45,0.595808086,1.040333333,10.39580593,13.85303333,3286.883767,0.599466667,612.3831333,,541.0891,200.5177333,Lower Provo,4,Canal,40.20908487,-111.6522514,18,Other,Lake Tributary,0,0,0,47.1,40.6,23,0
Fall,240,1.9,0.001282158,0.024666667,0.076867,9.0888,39.9113,,57.5599,,12.7862,9.2876,American Fork,6,Tributary,40.483776,-111.648814,1.86,American Fork,Mountain Urban,0.824,7.7,2.68,65.1,0,0,3.86
Fall,241,4.22,1.779799445,20.597,23.8396606,14.5399,3043.1826,0.1031,581.9457,,579.7031,261.712,Lower Provo,4,Canal,40.20801,-111.648793,18,Other,Lake Tributary,0,0,0,47.1,40.6,23,0
Fall,244,9.05,0.004041585,1.217333333,3.884384,13.5252,2356.9281,0.9482,817.5047,,607.8633,223.6797,Utah Valley,9,Tributary,40.145825,-111.646196,18.1,Other,Lake Tributary,5.79,5.64,5.63,35.9,29,12.1,9.87
Fall,246,1.26,,0.016,0.0296618,7.5795,58.004,0.0424,1071.9003,,17.8487,9.6795,American Fork,6,Mainstem,40.47939626,-111.6474276,37,American Fork,Mountain Urban,16.8,45.6,17.6,70.3,0.21,0.00409,4.08
Fall,248,6.64,0.001127308,0.808333333,2.1846902,7.2179,1150.6718,0.8886,550.1949,,234.7632,73.126,Hobble Creek,1,Canal,40.174576,-111.647286,1.1,Hobble Creek,Mountain Urban,0.807,0.421,0.422,3.11,59.1,27.4,1.46
Fall,249,3.83,0.211028831,0.540333333,1.6156434,3.8936,700.1349,0.2473,401.0763,13186.7068,121.0477,37.3101,Hobble Creek,1,Mainstem,40.184,-111.64727,125,Hobble Creek,Mountain Urban,16.3,36.6,29.5,56.7,4.49,1.75,7.61
Fall,250,1.83,0.001322419,0.050333333,0.0750582,2.4648,54.226,,57.2786,,16.0338,14.2017,American Fork,6,Tributary,40.482251,-111.647085,5.35,American Fork,Mountain Urban,2.43,11.8,4.48,59.8,0.0159,0.00178,5.87
Fall,251,3.64,1.065417897,21.72666667,23.686313,12.5198,3175.8266,0.1231,590.1845,49755.5172,632.2809,298.0075,Lower Provo,4,Canal,40.201663,-111.647067,18,Other,Lake Tributary,0,0,0,47.1,40.6,23,0
Fall,252,2.43,0.000864063,0.031666667,0.1352974,3.3937,388.5043,0.142,324.109,20544.5253,88.9269,37.0601,Lower Provo,7,Mainstem,40.32484313,-111.6446184,659,Provo River,Mixed dammed,0,0,0,65.7,4.28,0.47,3.49
Fall,255,2.16,0.150597819,0.289333333,0.1316168,4.7905,381.8564,0.1273,328.615,,72.8165,29.057,Lower Provo,7,Mainstem,40.32634338,-111.642149,659,Provo River,Mixed dammed,0,0,0,65.7,4.28,0.46,3.94
Fall,258,1.14,0.00452162,0.017166667,0.0639121,12.6982,44.12715,0.02275,1097.5697,4498.3052,12.84605,10.0221,American Fork,6,Mainstem,40.48384038,-111.6404736,30,American Fork,Mountain Urban,14.8,44.3,16.6,70.8,0.2,0.00164,3.98
Fall,266,1.57,0.21174189,0.017333333,0.0467418,1.9904,44.995,0.0042,219.5887,,6.8797,7.3257,American Fork,7,Mainstem,40.49575331,-111.6382857,23.5,American Fork,Mountain Urban,13.4,44.9,16,67.3,0.25,0.0021,4.81
Fall,270,1.86,0.148185256,0.021333333,0.0413938,1.2633,53.2399,0.0239,222.3122,,8.4501,9.5954,American Fork,7,Mainstem,40.49902544,-111.6363105,17.6,American Fork,Mountain Urban,9.78,37.1,13.2,72.1,0.0827,0.0028,4.2
Fall,271,1.7,0.020325611,0.029,0.1273636,1.404,34.8949,,114.795,1180.1567,12.6663,6.7192,American Fork,5,Tributary,40.43387259,-111.6362854,4.15,American Fork,Mountain Urban,2.32,20.4,6.46,49.1,0.11,0.00178,4.17
Fall,274,4.52,0.890187517,9.220133333,5.55401,19.85265,2265.06965,0.961,2086.85465,55563.2433,502.3581,216.6611,Hobble Creek,1,Canal,40.19125,-111.631442,7.39,Hobble Creek,Mountain Urban,3.52,5.05,3.6,37.7,32.2,14.3,10.2
Fall,284,9.3,0.910852476,1.744666667,15.0330628,13.9185,2708.8512,0.4782,574.521,22954.1056,701.5076,355.8486,Hobble Creek,2,Canal,40.183286,-111.626142,0.23,Hobble Creek,Mountain Urban,0.366,0.162,0.136,2.46,92.8,46.5,2.25
Fall,286,,,,,,,,,,,,Hobble Creek,2,Canal,40.180569,-111.624742,0.22,Hobble Creek,Mountain Urban,0.36,0.151,0.131,2.28,93.4,46.5,2.36
Fall,288,3.44,0.027485807,1.351,1.3869506,4.7459,1159.775,0.7595,595.6882,,2078.1654,96.9106,Hobble Creek,2,Canal,40.17801212,-111.6210277,0.19,Hobble Creek,Mountain Urban,0.292,0.126,0.118,2.53,93.7,46.8,1.27
Fall,289,3.18,0.01032,0.49,1.8780776,2.3192,643.6595,0.2435,440.4871,0.6994,1090.7732,61.3598,Hobble Creek,4,Mainstem,40.17275,-111.620666,114,Hobble Creek,Mountain Urban,15.4,33.4,28.3,58.5,1.96,0.55,7.56
Fall,291,2.12,0.05544332,0.980333333,0.2584428,31.0875,2358.6702,1.2992,6128.9608,14.9142,3814.9081,244.5215,Hobble Creek,1,Canal,40.18558,-111.61883,3.69,Hobble Creek,Mountain Urban,2.49,2.55,1.82,33.5,38.1,15.2,12.6
Fall,297,3.97,0.0133,0.352666667,0.1344294,4.1857,477.4953,0.142,337.8564,,631.9052,49.0463,Lower Provo,7,Mainstem,40.337732,-111.610198,649,Provo River,Mixed dammed,0,0,0,65.6,4.33,0.46,3.52
Fall,301,1.14,0.017729856,0.264333333,0.6881966,26.8338,1089.6392,0.5943,2586.9719,5.3098,1820.3893,118.5068,Hobble Creek,2,Canal,40.181733,-111.61102,3.69,Hobble Creek,Mountain Urban,2.49,2.55,1.82,33.5,38.1,15.2,12.6
Fall,302,3.13,0.00883,0.416,0.2988706,1.5293,32.998,,91.9695,,45.28,8.4269,Lower Provo,11,Tributary,40.3866,-111.60282,2,Provo River,Mixed dammed,1.34,18,5.15,18.5,0.29,0.00412,7.69
Fall,304,2.93,0.010388251,0.496,0.3931956,8.1781,1144.5894,0.5667,770.4702,,2139.6315,76.916,Spanish Fork,4,Pond,40.082782,-111.601173,620,Spanish Fork,Ag unreg,0,0,0,57.5,0.84,0.0842,5.27
Fall,307,1.73,0.017514047,0.438833333,0.3628562,13.42525,1174.0183,0.2873,1628.7744,,2164.07025,87.6174,Spanish Fork,4,Mainstem,40.08440426,-111.5968581,637,Spanish Fork,Ag unreg,37.8,77.4,47.2,57.5,0.87,0.0965,5.28
Fall,314,3.07,0.021085695,0.244,0.112434,5.3409,440.4331,0.1381,396.8316,1.0464,688.9701,56.9223,Lower Provo,8,Mainstem,40.34772865,-111.5902004,644,Provo River,Mixed dammed,0,0,0,65.7,4.34,4.34,3.52
Fall,317,2.94,0.020359903,0.536333333,0.4369792,1.9666,156.7622,,88.3684,,218.8764,7.5594,Lower Provo,11,Tributary,40.39162195,-111.5793664,11.2,Provo River,Mixed dammed,4.82,16.1,6.48,57.3,2.02,0.0632,3.13
Fall,318,0.85,0.03356,0.315666667,,,,,,,,,Lower Provo,8,Pond,40.355132,-111.573446,33.4,Provo River,Mixed dammed,9,14.3,7.21,72.5,0.12,0.00876,7.5
Fall,319,0.59,0.0374,0.344666667,,,,,,,,,Lower Provo,8,Tributary,40.35273002,-111.5701898,33.4,Provo River,Mixed dammed,9,14.3,7.21,72.4,0.12,0.00868,7.52
Fall,321,0.27,0.0364592,0.534333333,0.4386928,3.4887,356.5148,,122.4747,,568.4427,10.7394,Lower Provo,10,Tributary,40.3667924,-111.5574463,13.4,Provo River,Mixed dammed,5.23,13.1,5.72,59.2,2.35,0.0683,2.64
Fall,322,3.27,0.019992681,0.416666667,0.2720466,2.2677,398.8886,0.2973,412.2648,0.2987,653.316,32.7332,Hobble Creek,3,Pond,40.149585,-111.557356,108,Hobble Creek,Mountain Urban,14.8,31.7,26.9,60,0.56,0.0193,7.16
Fall,325,2.88,0.008966556,0.398,0.312774,3.2403,331.9341,0.2247,415.7784,,560.0144,27.2586,Hobble Creek,3,Mainstem,40.148691,-111.556634,108,Hobble Creek,Mountain Urban,14.8,31.7,26.9,60,0.58,0.0225,7.17
Fall,326,4.72,0.019800667,0.306333333,0.0880362,6.0795,489.8921,0.1674,439.4125,1.6087,700.3862,68.8639,Lower Provo,10,Mainstem,40.37792584,-111.5540865,593,Provo River,Mixed dammed,0,0,0,65.5,4.62,0.49,0
Fall,327,5.23,0.024900954,,0.1120504,12.5129,1797.4141,0.517,784.1382,,3730.7469,131.8984,Spanish Fork,5,Mainstem,40.04967869,-111.5481369,629,Spanish Fork,Ag unreg,37.5,76.6,46.2,57.5,0.83,0.0839,5.28
Fall,330,2.18,0.038484,0.357,,,,,,,,,Lower Provo,10,Mainstem,40.38745,-111.54528,587,Provo River,Mixed dammed,0,0,0,65.4,4.66,0.49,3.34
Fall,331,2.92,0.027566588,0.206166667,0.101164,9.83505,1774.9637,0.5339,750.56605,3.98925,3768.667,135.235,Spanish Fork,5,Mainstem,40.041343,-111.544636,619,Spanish Fork,Ag unreg,37.2,75.7,45,57.6,0.84,0.0845,5.27
Fall,334,5.1,0.10626,0.869,,,,,,,,,Lower Provo,12,Tributary,40.40328919,-111.5304658,27,Provo River,Mixed dammed,7.23,10.7,5.56,79.6,1.26,0.0479,0.92
Fall,336,4.44,0.021422813,0.329333333,0.1390872,5.47,448.2282,0.1997,555.9375,,568.1557,49.4079,Lower Provo,12,Mainstem,40.40440364,-111.5290839,557,Provo River,Mixed dammed,92.6,186,35.8,64.7,4.82,0.51,3.47
Fall,338,4.7,0.020380467,0.328,0.0632394,6.9693,493.6734,0.2926,415.1182,1.5923,774.0504,72.1249,Wallsberg,1,Lake,40.414143,-111.513252,557,Provo River,Mixed dammed,0,0,0,64.7,4.81,0.51,3.47
Fall,340,3.04,0.019478807,0.428333333,0.3026478,1.0985,151.9025,0.1409,83.3118,,335.888,26.9834,Lower Provo,9,Tributary,40.31800224,-111.515874,5.27,Provo River,Mixed dammed,1.8,9.03,3.65,76.1,0,0,6.23
Fall,343,4.32,0.014359104,0.263166667,0.0771183,9.3868,914.31,0.37615,439.72995,1.4485,2280.8909,86.13925,Diamond Fork,1,Mainstem,40.02894,-111.51149,610,Spanish Fork,Ag unreg,36.9,74.8,44.6,57.6,0.83,0.0846,5.28
Fall,345,1.4,0.006362232,0.257,0.034097,6.7925,384.383,0.3515,487.4188,1.233,1789.3187,65.6472,Diamond Fork,1,Tributary,40.02690407,-111.5040762,156,Spanish Fork,Ag unreg,16.9,36.1,25.2,55.8,0.37,0.01,4.93
Fall,347,4.6,0.048321482,0.055666667,0.1665454,12.1245,514.9653,0.3056,270.8005,,961.3835,109.9401,Spanish Fork,6,Tributary,39.98495415,-111.5021397,213,Spanish Fork,Ag unreg,21.9,28,15.3,51.5,1.12,0.11,7.42
Fall,348,2.76,0.020205486,0.258666667,0.1274826,3.202,262.7466,0.1078,580.7229,,565.8806,24.909,Hobble Creek,4,Mainstem,40.162042,-111.501661,102,Hobble Creek,Mountain Urban,14.1,30.3,25.8,60.3,0.45,0.00951,6.59
Fall,353,0.27,0.001453058,0.346333333,0.1830262,0.7528,306.2085,0.12,114.6423,,348.2281,19.0652,Hobble Creek,4,Mainstem,40.16579416,-111.4982439,58.8,Hobble Creek,Mountain Urban,10.7,19,17.7,56.3,0.0622,0.00186,7.64
Fall,355,2.49,0.021143139,0.490333333,0.4160646,8.1081,665.8742,0.59195,2919.3348,2.2737,1504.7845,29.8488,Middle Provo,2,Tributary,40.479583,-111.497117,1.32,Provo River,Mixed dammed,0.425,0.647,0.388,63.5,4.5,0.0581,1.4
Fall,356,4.91,0.021500465,0.317333333,0.0732788,4.8509,535.1769,0.2624,406.7112,1.1829,733.9193,67.5288,Wallsberg,1,Lake,40.427088,-111.496911,557,Provo River,Mixed dammed,0,0,0,64.7,4.81,0.51,3.47
Fall,357,5.03,0.00718389,0.049666667,0.0734748,4.9109,715.0573,0.5481,2750.1944,,1650.6178,38.5333,Middle Provo,2,Tributary,40.478833,-111.495417,1.84,Provo River,Mixed dammed,0.567,0.618,0.398,63.8,3.23,0.0418,2.03
Fall,358,4.23,0.022736374,0.269333333,0.0705558,10.111,1289.1441,0.4726,584.3861,,2990.0131,82.9513,Spanish Fork,6,Mainstem,39.99372,-111.49392,236,Spanish Fork,Ag unreg,19.9,33,23,64.8,0.8,0.0994,3.55
Fall,362,3.24,0.012013313,0.302,0.1346968,3.0482,430.8715,0.1708,162.8964,,468.5796,30.8584,Hobble Creek,7,Mainstem,40.1976263,-111.4915214,49.8,Hobble Creek,Mountain Urban,9.41,16.2,14.2,58,0.0391,0.00162,6.57
Fall,364,0.82,0.024027326,0.236666667,0.0817208,4.3696,1222.1834,1.0046,1011.6722,,1670.2536,86.3074,Middle Provo,2,Pond,40.480722,-111.488398,0.6,Provo River,Mixed dammed,0.204,0.243,0.161,44.8,3.97,0.0692,3.93
Fall,367,3.56,0.056757609,0.536,0.6412182,10.1635,714.9588,0.5068,807.6152,2.4109,1529.2579,82.9084,Middle Provo,2,Tributary,40.48145468,-111.4868015,0.62,Provo River,Mixed dammed,0.209,0.238,0.159,43.2,3.85,0.067,3.8
Fall,370,4.17,0.022923082,0.324666667,0.0102844,8.8325,337.7962,0.3255,468.1582,,1727.0572,70.486,Diamond Fork,1,Tributary,40.03828953,-111.4857454,154,Spanish Fork,Ag unreg,16.8,35.7,25,56.2,0.37,0.0106,4.94
Fall,377,0.43,0.006291001,0.351333333,0.207956,1.3316,202.2612,0.1229,167.2653,0.1227,379.5084,25.4629,Hobble Creek,7,Mainstem,40.21711,-111.48223,37,Hobble Creek,Mountain Urban,7.71,12.4,10.3,58.4,0.0432,0.00185,5.61
Fall,378,3.09,0.026146582,0.678,0.5326972,3.4932,704.5613,0.5745,198.7306,,1217.4363,78.7993,Wallsberg,2,Tributary,40.411177,-111.482209,71.2,Provo River,Mixed dammed,17,13.6,7.88,58.2,1.24,0.0921,6.65
Fall,379,0.25,0.016266934,0.626333333,0.455091,45.2046,1581.9307,2.1753,3229.7809,,3804.8924,485.8903,Middle Provo,3,Tributary,40.4963428,-111.4790732,29.5,Provo River,Mixed dammed,8.57,16.7,7.91,67.4,5.46,0.31,2.4
Fall,380,3.66,0.02375572,0.637666667,0.6220466,3.3923,709.3442,0.5634,191.4738,1.1132,1174.0512,80.9216,Wallsberg,2,Tributary,40.40966007,-111.4785169,71,Provo River,Mixed dammed,0,0,0,58.2,1.2,0.0855,6.66
